model	class	correct	TP	FP	TN	FN	diso_correct	diso_TP	diso_FP	diso_TN	diso_FN	Precision	Recall	Neg_Precision	Neg_Recall	Balanced Acc.	F1	MCC	D Precision	D Recall	D Neg_Precision	D Neg_Recall	D Balanced Acc.	D F1	D MCC	SE_Precision	SE_Recall	SE_Neg_Precision	SE_Neg_Recall	SE_Balanced Acc.	SE_F1	SE_MCC	SE_D Precision	SE_D Recall	SE_D Neg_Precision	SE_D Neg_Recall	SE_D Balanced Acc.	SE_D F1	SE_D MCC	
mobidb_D_CNN_1	-	97452.0	47274.0	60209.0	50178.0	18122.0	97452.0	47274.0	60209.0	50178.0	18122.0	0.43982769368179153	0.7228882500458743	0.7346705710102489	0.45456439616983885	0.5887263231078566	0.546902747008023	0.17596925535346375	0.43982769368179153	0.7228882500458743	0.7346705710102489	0.45456439616983885	0.5887263231078566	0.546902747008023	0.17596925535346375	0.010021179929194627	0.012671854962636087	0.007915472959727995	0.007675401996480817	0.012174961221794376	0.009903524777927787	0.024824032938729604	0.010021179929194627	0.012671854962636087	0.007915472959727995	0.007675401996480817	0.012174961221794376	0.009903524777927787	0.024824032938729604	
mobidb_D_CNN_2	-	101639.0	41245.0	49993.0	60394.0	24151.0	101639.0	41245.0	49993.0	60394.0	24151.0	0.45205944891382976	0.6306960670377393	0.7143414749541664	0.547111525813728	0.5889037964257336	0.5266417252959127	0.1720097314724626	0.45205944891382976	0.6306960670377393	0.7143414749541664	0.547111525813728	0.5889037964257336	0.5266417252959127	0.1720097314724626	0.011089059664066783	0.01344162369880569	0.008145739777537797	0.007771146370927208	0.011966728001567815	0.01060382980675676	0.0290359585667063	0.011089059664066783	0.01344162369880569	0.008145739777537797	0.007771146370927208	0.011966728001567815	0.01060382980675676	0.0290359585667063	
mobidb_D_FNN_0	-	101591.0	38134.0	46930.0	63457.0	27262.0	101591.0	38134.0	46930.0	63457.0	27262.0	0.44829775228063573	0.5831243501131568	0.6994896328222313	0.5748593584389466	0.5789918542760517	0.5068988435464575	0.1528005208622301	0.44829775228063573	0.5831243501131568	0.6994896328222313	0.5748593584389466	0.5789918542760517	0.5068988435464575	0.1528005208622301	0.017567521679635118	0.01918653813211512	0.01425315710756271	0.015756342891743248	0.00713638711014988	0.01596840366713662	0.012845005183785597	0.017567521679635118	0.01918653813211512	0.01425315710756271	0.015756342891743248	0.00713638711014988	0.01596840366713662	0.012845005183785597	
mobidb_D_FNN_1	-	71968.0	49565.0	87984.0	22403.0	15831.0	71968.0	49565.0	87984.0	22403.0	15831.0	0.3603443136627674	0.757920973759863	0.5859444473505258	0.20294962269107775	0.4804352982254704	0.4884574638448841	-0.04584417896997193	0.3603443136627674	0.757920973759863	0.5859444473505258	0.20294962269107775	0.4804352982254704	0.4884574638448841	-0.04584417896997193	0.01728878372042406	0.021689316718604808	0.025012109493329684	0.020808753631422032	0.002535020106742342	0.016531362502573112	0.0182976534841013	0.01728878372042406	0.021689316718604808	0.025012109493329684	0.020808753631422032	0.002535020106742342	0.016531362502573112	0.0182976534841013	
mobidb_D_FNN_2	-	98026.0	45324.0	57685.0	52702.0	20072.0	98026.0	45324.0	57685.0	52702.0	20072.0	0.4400003883155841	0.6930699125328766	0.7241872097177563	0.47742940744834084	0.5852496599906087	0.5382738042219649	0.16731369882359906	0.4400003883155841	0.6930699125328766	0.7241872097177563	0.47742940744834084	0.5852496599906087	0.5382738042219649	0.16731369882359906	0.016065333392169368	0.012548474539749988	0.014087903957953783	0.01089008420847028	0.007731992869437035	0.01375248787638158	0.01386407543244814	0.016065333392169368	0.012548474539749988	0.014087903957953783	0.01089008420847028	0.007731992869437035	0.01375248787638158	0.01386407543244814	
mobidb_D_FNN_3	-	104342.0	35909.0	41954.0	68433.0	29487.0	104342.0	35909.0	41954.0	68433.0	29487.0	0.46118181934937	0.5491008624380697	0.6988664215686274	0.6199371302780219	0.5845189963580457	0.5013157986583741	0.16448171139223872	0.46118181934937	0.5491008624380697	0.6988664215686274	0.6199371302780219	0.5845189963580457	0.5013157986583741	0.16448171139223872	0.018982605872846343	0.02296568883098168	0.014760091220926846	0.01980499238926122	0.005588588612785117	0.01731702321662855	0.011905804945861612	0.018982605872846343	0.02296568883098168	0.014760091220926846	0.01980499238926122	0.005588588612785117	0.01731702321662855	0.011905804945861612	
mobidb_D_FNN_4	-	86764.0	52535.0	76158.0	34229.0	12861.0	86764.0	52535.0	76158.0	34229.0	12861.0	0.4082195612814994	0.8033365955104288	0.726884688893608	0.3100818031108736	0.5567091993106512	0.5413495870451185	0.1237873487146101	0.4082195612814994	0.8033365955104288	0.726884688893608	0.3100818031108736	0.5567091993106512	0.5413495870451185	0.1237873487146101	0.015514086579017986	0.01492531865584	0.01590313293214341	0.01543086828758738	0.005438927682647036	0.014104358439979424	0.01239871006834879	0.015514086579017986	0.01492531865584	0.01590313293214341	0.01543086828758738	0.005438927682647036	0.014104358439979424	0.01239871006834879	
random_binary	-	876110.0	3979.0	55823.0	872131.0	61417.0	107655.0	3979.0	6711.0	103676.0	61417.0	0.06653623624627938	0.060844699981650256	0.9342112028519155	0.9398429232483507	0.5003438116150005	0.06356331570791865	0.0007169075860456079	0.37221702525724976	0.060844699981650256	0.6279854385104153	0.9392047976663919	0.500024748824021	0.10459217201587677	0.0001001073439522347	0.003372349039133225	0.0015635341809978347	0.003201167557521417	0.0002596916655857294	0.0008289553758565674	0.0015129103831750597	0.0016865994997739163	0.01095374532951558	0.0015635341809978347	0.010009705304680597	0.0013653423198916328	0.001709024406457446	0.002156848643713989	0.0047343309928652875	
AAindex_D_baseline	-	79155.0	59485.0	90717.0	19670.0	5911.0	79155.0	59485.0	90717.0	19670.0	5911.0	0.39603334176642124	0.9096122086977797	0.7689300652828271	0.1781912725230326	0.5439017406104062	0.5518140242488334	0.12035099257160238	0.39603334176642124	0.9096122086977797	0.7689300652828271	0.1781912725230326	0.5439017406104062	0.5518140242488334	0.12035099257160238	0.008460952300890804	0.009691601128595519	0.007724473394282808	0.006630025387361937	0.011847570928965333	0.008252378390311082	0.0176645566358498	0.008460952300890804	0.009691601128595519	0.007724473394282808	0.006630025387361937	0.011847570928965333	0.008252378390311082	0.0176645566358498	
random_d_only	-	93822.0	24173.0	40738.0	69649.0	41223.0	93822.0	24173.0	40738.0	69649.0	41223.0	0.37240221225986353	0.36964034497522785	0.628192871058518	0.6309529201808184	0.5002966325780231	0.37101613881065487	0.0005941735417704786	0.37240221225986353	0.36964034497522785	0.628192871058518	0.6309529201808184	0.5002966325780231	0.37101613881065487	0.0005941735417704786	0.014554112302413888	0.0031373822909310585	0.014511142046782041	0.0020071090842346483	0.0019367682689043803	0.007598466175185373	0.0025042435842236453	0.014554112302413888	0.0031373822909310585	0.014511142046782041	0.0020071090842346483	0.0019367682689043803	0.007598466175185373	0.0025042435842236453	
