model	class	correct	TP	FP	TN	FN	diso_correct	diso_TP	diso_FP	diso_TN	diso_FN	Precision	Recall	Neg_Precision	Neg_Recall	Balanced Acc.	F1	MCC	D Precision	D Recall	D Neg_Precision	D Neg_Recall	D Balanced Acc.	D F1	D MCC	SE_Precision	SE_Recall	SE_Neg_Precision	SE_Neg_Recall	SE_Balanced Acc.	SE_F1	SE_MCC	SE_D Precision	SE_D Recall	SE_D Neg_Precision	SE_D Neg_Recall	SE_D Balanced Acc.	SE_D F1	SE_D MCC	
mobidb_D_CNN_0_lr0005	-	106349.0	46435.0	50729.0	59914.0	19577.0	106349.0	46435.0	50729.0	59914.0	19577.0	0.4779033386851097	0.703432709204387	0.7537205469801612	0.5415073705521362	0.6224700398782617	0.5691400696180811	0.2381889439675303	0.4779033386851097	0.703432709204387	0.7537205469801612	0.5415073705521362	0.6224700398782617	0.5691400696180811	0.2381889439675303	0.010682260274084202	0.010199053721254708	0.009712420670688678	0.008679025589239036	0.008082209299007015	0.008531072303594527	0.015844615043533235	0.010682260274084202	0.010199053721254708	0.009712420670688678	0.008679025589239036	0.008082209299007015	0.008531072303594527	0.015844615043533235	
mobidb_D_CNN_0_lr001	-	109388.0	42809.0	44064.0	66579.0	23203.0	109388.0	42809.0	44064.0	66579.0	23203.0	0.49277681212804897	0.6485033024298612	0.7415628967944576	0.6017461565575771	0.6251247294937192	0.5600156980737155	0.24216396382850003	0.49277681212804897	0.6485033024298612	0.7415628967944576	0.6017461565575771	0.6251247294937192	0.5600156980737155	0.24216396382850003	0.010865438165995674	0.010487735445675564	0.00956539166365301	0.008512213098559776	0.007953854291919608	0.008592211779789416	0.015469900299548216	0.010865438165995674	0.010487735445675564	0.00956539166365301	0.008512213098559776	0.007953854291919608	0.008592211779789416	0.015469900299548216	
mobidb_D_CNN_0_d2	-	114983.0	27100.0	22760.0	87883.0	38912.0	114983.0	27100.0	22760.0	87883.0	38912.0	0.5435218612113919	0.4105314185299643	0.6931109270870303	0.7942933579169039	0.6024123882234341	0.4677575255454295	0.22015507707800744	0.5435218612113919	0.4105314185299643	0.6931109270870303	0.7942933579169039	0.6024123882234341	0.4677575255454295	0.22015507707800744	0.013233454254299417	0.011209314506321129	0.00954455070402921	0.007475534422034985	0.00688434080200952	0.010407506075735788	0.01778925936819789	0.013233454254299417	0.011209314506321129	0.00954455070402921	0.007475534422034985	0.00688434080200952	0.010407506075735788	0.01778925936819789	
mobidb_D_CNN_0_d3	-	97592.0	37057.0	50108.0	60535.0	28955.0	97592.0	37057.0	50108.0	60535.0	28955.0	0.4251362358744909	0.5613676301278555	0.6764442954520058	0.5471200166300625	0.554243823378959	0.48384548594110083	0.1049772965932663	0.4251362358744909	0.5613676301278555	0.6764442954520058	0.5471200166300625	0.554243823378959	0.48384548594110083	0.1049772965932663	0.011451365930499287	0.012767445377753981	0.0101596364879413	0.010184330621023365	0.006367863371913708	0.010074561332475368	0.016436812886825167	0.011451365930499287	0.012767445377753981	0.0101596364879413	0.010184330621023365	0.006367863371913708	0.010074561332475368	0.016436812886825167	
mobidb_D_CNN_0_k3	-	109659.0	43188.0	44172.0	66471.0	22824.0	109659.0	43188.0	44172.0	66471.0	22824.0	0.4943681318681319	0.6542446827849482	0.7443977826306064	0.6007700441961986	0.6275073634905735	0.5631797198967218	0.24675660983710157	0.4943681318681319	0.6542446827849482	0.7443977826306064	0.6007700441961986	0.6275073634905735	0.5631797198967218	0.24675660983710157	0.010745486175464261	0.01020102411063501	0.009654912248925895	0.008343165541756485	0.007884998919529318	0.008518379263307101	0.015191801390759596	0.010745486175464261	0.01020102411063501	0.009654912248925895	0.008343165541756485	0.007884998919529318	0.008518379263307101	0.015191801390759596	
mobidb_D_CNN_0_k7	-	104662.0	43471.0	49452.0	61191.0	22541.0	104662.0	43471.0	49452.0	61191.0	22541.0	0.46781744024622535	0.6585317821002242	0.7307958725457412	0.5530489954176947	0.6057903887589595	0.5470286595148961	0.2049945344294182	0.46781744024622535	0.6585317821002242	0.7307958725457412	0.5530489954176947	0.6057903887589595	0.5470286595148961	0.2049945344294182	0.011443816550007969	0.011863948708851517	0.009590417095026303	0.009610859714973304	0.0071065086764167925	0.00941102916854625	0.015800097110498647	0.011443816550007969	0.011863948708851517	0.009590417095026303	0.009610859714973304	0.0071065086764167925	0.00941102916854625	0.015800097110498647	
mobidb_D_CNN_0_l8	-	93284.0	50789.0	68148.0	42495.0	15223.0	93284.0	50789.0	68148.0	42495.0	15223.0	0.42702439106417683	0.7693904138641459	0.7362521223881632	0.38407309997017436	0.5767317569171602	0.5492216773272632	0.15829399066614233	0.42702439106417683	0.7693904138641459	0.7362521223881632	0.38407309997017436	0.5767317569171602	0.5492216773272632	0.15829399066614233	0.010298983112246288	0.01000043646245838	0.01079268027117129	0.009836447114972467	0.006705342681834641	0.008897504162670669	0.01569273904725578	0.010298983112246288	0.01000043646245838	0.01079268027117129	0.009836447114972467	0.006705342681834641	0.008897504162670669	0.01569273904725578	
mobidb_D_CNN_1	-	99146.0	40138.0	51635.0	59008.0	25874.0	99146.0	40138.0	51635.0	59008.0	25874.0	0.4373617512776089	0.608040962249288	0.6951768337221084	0.5333188724094611	0.5706799173293746	0.5087682606077892	0.13687816648927098	0.4373617512776089	0.608040962249288	0.6951768337221084	0.5333188724094611	0.5706799173293746	0.5087682606077892	0.13687816648927098	0.010673461814076779	0.010716836227860252	0.009686842809697378	0.00899651773244022	0.007385366407889409	0.008965979031819758	0.01421936695234601	0.010673461814076779	0.010716836227860252	0.009686842809697378	0.00899651773244022	0.007385366407889409	0.008965979031819758	0.01421936695234601	
mobidb_D_CNN_2	-	93712.0	49780.0	66711.0	43932.0	16232.0	93712.0	49780.0	66711.0	43932.0	16232.0	0.4273291498914079	0.7541053141852997	0.7302041087693637	0.3970608172229603	0.57558306570413	0.545525279036509	0.15431685999878825	0.4273291498914079	0.7541053141852997	0.7302041087693637	0.3970608172229603	0.57558306570413	0.545525279036509	0.15431685999878825	0.010136500218724717	0.009351470358228134	0.010036487044185586	0.00884086733749201	0.007494255651340429	0.008595076297580505	0.014397402575371724	0.010136500218724717	0.009351470358228134	0.010036487044185586	0.00884086733749201	0.007494255651340429	0.008595076297580505	0.014397402575371724	
mobidb_D_FNN_0	-	99076.0	49440.0	64871.0	49636.0	17607.0	99076.0	49440.0	64871.0	49636.0	17607.0	0.4325043084217617	0.7373931719540024	0.7381586187409842	0.433475682709354	0.5854344273316783	0.545219951697747	0.17076585987191414	0.4325043084217617	0.7373931719540024	0.7381586187409842	0.433475682709354	0.5854344273316783	0.545219951697747	0.17076585987191414	0.01000577017148128	0.009253718056794088	0.009902089599003537	0.008316739298714997	0.007298987973745235	0.009025690056444663	0.013807550305263457	0.01000577017148128	0.009253718056794088	0.009902089599003537	0.008316739298714997	0.007298987973745235	0.009025690056444663	0.013807550305263457	
mobidb_D_FNN_1	-	80627.0	54307.0	88187.0	26320.0	12740.0	80627.0	54307.0	88187.0	26320.0	12740.0	0.38111780145128915	0.8099840410458335	0.6738351254480287	0.22985494336590775	0.5199194922058706	0.5183424723562453	0.04678962276105122	0.38111780145128915	0.8099840410458335	0.6738351254480287	0.22985494336590775	0.5199194922058706	0.5183424723562453	0.04678962276105122	0.010481630109407723	0.011755715665750434	0.016646486975417943	0.010295067002512696	0.002569547489990327	0.010163761945260757	0.026085804956568016	0.010481630109407723	0.011755715665750434	0.016646486975417943	0.010295067002512696	0.002569547489990327	0.010163761945260757	0.026085804956568016	
mobidb_D_FNN_2	-	105091.0	48201.0	57617.0	56890.0	18846.0	105091.0	48201.0	57617.0	56890.0	18846.0	0.4555085146194409	0.7189135979238445	0.7511619309179254	0.4968255215838333	0.6078695597538388	0.5576721719260694	0.2111561032707577	0.4555085146194409	0.7189135979238445	0.7511619309179254	0.4968255215838333	0.6078695597538388	0.5576721719260694	0.2111561032707577	0.01014622573478621	0.009246950686817898	0.00967744909112776	0.008080188030630212	0.007289864541672021	0.008986810443401477	0.013502711499494056	0.01014622573478621	0.009246950686817898	0.00967744909112776	0.008080188030630212	0.007289864541672021	0.008986810443401477	0.013502711499494056	
mobidb_D_FNN_3	-	98073.0	44665.0	61099.0	53408.0	22382.0	98073.0	44665.0	61099.0	53408.0	22382.0	0.42230815778525777	0.6661744746222799	0.704683995250033	0.46641690027683896	0.5662956874495594	0.5169231125333457	0.12976156662258861	0.42230815778525777	0.6661744746222799	0.704683995250033	0.46641690027683896	0.5662956874495594	0.5169231125333457	0.12976156662258861	0.010898043900402879	0.01166105699471286	0.010009027286659877	0.00945147594439419	0.005960495034219518	0.009648185955287542	0.014112606298665273	0.010898043900402879	0.01166105699471286	0.010009027286659877	0.00945147594439419	0.005960495034219518	0.009648185955287542	0.014112606298665273	
mobidb_D_FNN_4	-	91255.0	56302.0	79554.0	34953.0	10745.0	91255.0	56302.0	79554.0	34953.0	10745.0	0.4144240961017548	0.8397392873655793	0.7648693597093965	0.3052477141135476	0.5724935007395635	0.5549646875600657	0.16123033381745874	0.4144240961017548	0.8397392873655793	0.7648693597093965	0.3052477141135476	0.5724935007395635	0.5549646875600657	0.16123033381745874	0.009800829777556731	0.008691151032014005	0.01114432832348778	0.008605270005857837	0.005430968474730519	0.009086697783267981	0.013777883161339485	0.009800829777556731	0.008691151032014005	0.01114432832348778	0.008605270005857837	0.005430968474730519	0.009086697783267981	0.013777883161339485	
AAindex_baseline	-	83150.0	50058.0	77571.0	33092.0	15681.0	83150.0	50058.0	77571.0	33092.0	15681.0	0.3922149354770468	0.7614657965591202	0.6784901482377544	0.29903400413869136	0.5302499003489057	0.5177485416408093	0.06540369617282767	0.3922149354770468	0.7614657965591202	0.6784901482377544	0.29903400413869136	0.5302499003489057	0.5177485416408093	0.06540369617282767	0.009623061782182158	0.0076854833582252055	0.010185232815491618	0.0064026823191065335	0.006420046102345656	0.008443910390254536	0.011681020045968236	0.009623061782182158	0.0076854833582252055	0.010185232815491618	0.0064026823191065335	0.006420046102345656	0.008443910390254536	0.011681020045968236	
AAindex_D_baseline	-	79375.0	59993.0	91261.0	19382.0	6019.0	79375.0	59993.0	91261.0	19382.0	6019.0	0.3966374442989937	0.9088196085560201	0.7630408251643636	0.17517601655775783	0.541997812556889	0.5522539191590032	0.1158113813951849	0.3966374442989937	0.9088196085560201	0.7630408251643636	0.17517601655775783	0.541997812556889	0.5522539191590032	0.1158113813951849	0.009793866150116445	0.0071452377397677866	0.008681267421898944	0.006177930785737012	0.00624300874589326	0.009169905412284256	0.011217696278171452	0.009793866150116445	0.0071452377397677866	0.008681267421898944	0.006177930785737012	0.00624300874589326	0.009169905412284256	0.011217696278171452	
random_binary	-	108541.0	3914.0	6643.0	104627.0	62181.0	108541.0	3914.0	6643.0	104627.0	62181.0	0.37074926588993085	0.05921779257129889	0.6272301088676802	0.9402983733261436	0.49975808294872126	0.10212388456922195	-0.0009887605376208534	0.37074926588993085	0.05921779257129889	0.6272301088676802	0.9402983733261436	0.49975808294872126	0.10212388456922195	-0.0009887605376208534	0.00989287675417051	0.0011874333892728294	0.009449016905569806	0.001143642682474716	0.0012772573712332455	0.0015643490641936348	0.003564629988003926	0.00989287675417051	0.0011874333892728294	0.009449016905569806	0.001143642682474716	0.0012772573712332455	0.0015643490641936348	0.003564629988003926	
random_D_only	-	97117.0	24933.0	42323.0	72184.0	42114.0	97117.0	24933.0	42323.0	72184.0	42114.0	0.37071785416914477	0.3718734618998613	0.6315421092232585	0.6303894085077768	0.5011314352038191	0.371294758866146	0.0022614164329054407	0.37071785416914477	0.3718734618998613	0.6315421092232585	0.6303894085077768	0.5011314352038191	0.371294758866146	0.0022614164329054407	0.009492042954264717	0.0029012657056971466	0.009472546609533556	0.0020221039667411155	0.0026148595312458583	0.004440754485910293	0.0036792379591027843	0.009492042954264717	0.0029012657056971466	0.009472546609533556	0.0020221039667411155	0.0026148595312458583	0.004440754485910293	0.0036792379591027843	
